Player,Team,#,Nation,Position,Age,Minutes,Goals,Assists,Penalty Shoot on Goal,Penalty Shoot,Total Shoot,Shoot on Target,Yellow Cards,Red Cards,Touches,Dribbles,Tackles,Blocks,Expected Goals (xG),Non-Penalty xG (npxG),Expected Assists (xAG),Shot-Creating Actions,Goal-Creating Actions,Passes Completed,Passes Attempted,Pass Completion %,Progressive Passes,Carries,Progressive Carries,Dribble Attempts,Successful Dribbles,Date
Lucas Oliveira Rosa,Valladolid,22,BRA,"LB,RB",24-177,90,0,0,0,0,0,0,0,0,54,0,0,2,0.0,0.0,0.1,4,0,38,48,"79,2",3,26,3,1,0,2024-09-27
David Torres,Valladolid,3,ESP,CB,21-206,71,0,0,0,0,0,0,0,0,61,0,0,2,0.0,0.0,0.0,0,0,46,56,"82,1",1,28,0,0,0,2024-09-27
Mario Maroto,Valladolid,34,ESP,CM,20-304,19,0,1,0,0,0,0,0,0,19,0,2,0,0.0,0.0,0.1,2,1,11,15,"73,3",1,5,0,1,1,2024-09-27
Abdulai Juma Bah,Valladolid,35,SLE,CB,18-169,90,0,0,0,0,0,0,1,0,67,2,0,0,0.0,0.0,0.0,1,0,47,57,"82,5",5,38,0,0,0,2024-09-27
Luis Pérez,Valladolid,2,ESP,RB,29-236,50,0,0,0,0,0,0,0,0,35,1,0,2,0.0,0.0,0.0,2,0,23,31,"74,2",4,16,2,1,0,2024-09-27
Raúl Chasco,Valladolid,30,ESP,LB,21-014,40,0,0,0,0,0,0,0,0,38,1,1,1,0.0,0.0,0.0,0,0,19,29,"65,5",2,17,0,1,0,2024-09-27
Karl Jakob Hein,Valladolid,13,EST,GK,22-167,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,30,33,"90,9",0,19,0,0,0,2024-09-27
Cyle Larin,Mallorca,17,CAN,FW,29-163,74,1,0,0,0,4,1,0,0,20,0,0,1,1.0,1.0,0.0,2,0,7,9,"77,8",0,11,1,1,0,2024-09-27
Abdón Prats,Mallorca,9,ESP,FW,31-295,16,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,4,6,"66,7",1,6,0,0,0,2024-09-27
Dani Rodríguez,Mallorca,14,ESP,FW,36-113,75,0,1,0,0,0,0,0,0,26,1,1,0,0.0,0.0,0.8,1,1,16,20,"80,0",3,19,0,0,0,2024-09-27
Chiquinho,Mallorca,20,POR,FW,24-235,15,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,4,5,"80,0",0,7,1,0,0,2024-09-27
Sergi Darder,Mallorca,10,ESP,LM,30-280,75,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.1,5,0,32,45,"71,1",5,29,1,3,1,2024-09-27
Valery Fernández,Mallorca,16,ESP,LM,24-309,15,1,0,0,0,2,2,0,0,9,1,0,0,0.8,0.8,0.0,1,1,4,4,"100,0",0,3,0,0,0,2024-09-27
Samu Costa,Mallorca,12,POR,CM,23-305,90,0,0,0,0,3,1,1,0,75,6,1,2,0.1,0.1,0.0,2,0,49,60,"81,7",5,39,1,0,0,2024-09-27
Manu Morlanes,Mallorca,8,ESP,CM,25-259,64,0,0,0,0,1,0,1,0,34,0,3,0,0.0,0.0,0.0,1,0,21,26,"80,8",2,17,0,1,0,2024-09-27
Omar Mascarell,Mallorca,5,EQG,CM,31-238,26,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,0,0,9,12,"75,0",2,5,0,0,0,2024-09-27
Roberto Navarro,Mallorca,27,ESP,RM,22-168,85,0,0,0,0,1,1,0,0,40,2,0,2,0.0,0.0,0.0,3,0,24,29,"82,8",4,24,4,5,3,2024-09-27
Antonio Sánchez,Mallorca,18,ESP,RM,27-270,5,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,7,"85,7",0,5,0,1,1,2024-09-27
Johan Mojica,Mallorca,22,COL,LB,32-037,90,0,0,0,0,0,0,0,0,53,1,0,0,0.0,0.0,0.1,3,1,38,49,"77,6",4,31,2,2,2,2024-09-27
Copete,Mallorca,6,ESP,CB,24-353,90,0,0,0,0,1,1,0,0,64,3,1,0,0.2,0.2,0.0,0,0,41,52,"78,8",4,34,1,0,0,2024-09-27
Antonio Raillo,Mallorca,21,ESP,CB,32-355,90,0,0,0,0,2,0,0,0,57,1,1,2,0.0,0.0,0.2,1,0,34,40,"85,0",2,26,2,0,0,2024-09-27
Pablo Maffeo,Mallorca,23,ESP,RB,27-077,90,0,0,0,0,2,0,0,0,63,3,0,2,0.1,0.1,0.5,5,0,39,51,"76,5",1,30,1,4,3,2024-09-27
Leo Román,Mallorca,13,ESP,GK,24-083,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,17,37,"45,9",0,17,0,0,0,2024-09-27
Bertuğ Yıldırım,Getafe,10,TUR,FW,22-078,73,0,0,0,0,1,0,0,0,25,0,0,1,0.1,0.1,0.0,3,0,8,13,"61,5",2,14,0,3,1,2024-09-28
Borja Mayoral,Getafe,9,ESP,FW,27-176,17,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.3,0,0,1,2,"50,0",0,4,0,0,0,2024-09-28
Chrisantus Uche,Getafe,6,NGA,FW,21-132,88,0,0,0,0,2,1,0,0,33,1,0,1,0.5,0.5,0.0,6,1,8,17,"47,1",1,23,3,7,3,2024-09-28
Álvaro Rodríguez,Getafe,18,URU,FW,20-076,2,0,0,0,0,1,1,1,0,3,0,0,0,0.1,0.1,0.0,0,0,0,0,,0,1,0,0,0,2024-09-28
Alex Sola,Getafe,7,ESP,LM,25-111,69,0,0,0,0,1,0,1,0,29,2,1,1,0.0,0.0,0.0,2,1,8,13,"61,5",2,17,1,3,1,2024-09-28
Iglesias,Getafe,21,ESP,LM,26-087,21,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,1,5,"20,0",0,1,0,0,0,2024-09-28
Luis Milla,Getafe,5,ESP,CM,29-357,90,1,0,1,1,0,0,0,0,44,0,2,0,0.8,0.0,0.3,5,0,22,38,"57,9",4,16,0,0,0,2024-09-28
Mauro Arambarri,Getafe,8,URU,CM,28-364,88,1,0,0,0,1,1,1,0,26,0,0,1,0.0,0.0,0.0,0,0,8,18,"44,4",1,5,0,0,0,2024-09-28
Nabil Aberdin,Getafe,27,FRA,CM,22-036,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-09-28
Carles Pérez,Getafe,17,ESP,RM,26-225,90,0,0,0,0,1,1,0,0,30,2,2,4,0.3,0.3,0.4,5,0,10,17,"58,8",0,10,0,2,1,2024-09-28
Diego Rico,Getafe,16,ESP,LB,31-218,90,0,0,0,0,3,2,0,0,49,3,0,0,0.2,0.2,0.1,1,0,20,36,"55,6",0,13,0,0,0,2024-09-28
Omar Alderete,Getafe,15,PAR,CB,27-277,90,0,0,0,0,2,1,0,0,40,2,1,0,0.0,0.0,0.0,3,1,13,23,"56,5",5,7,0,2,1,2024-09-28
Juan Berrocal,Getafe,4,ESP,CB,25-147,90,0,0,0,0,1,0,0,0,29,0,1,0,0.2,0.2,0.0,0,0,13,21,"61,9",0,5,0,0,0,2024-09-28
Djené,Getafe,2,TOG,RB,32-272,90,0,0,0,0,0,0,0,0,37,0,2,2,0.0,0.0,0.1,1,0,17,28,"60,7",2,8,0,2,0,2024-09-28
David Soria,Getafe,13,ESP,GK,31-177,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,11,24,"45,8",0,7,0,0,0,2024-09-28
Toni Martínez,Alavés,11,ESP,FW,27-090,68,0,0,0,0,1,0,0,0,17,0,0,1,0.0,0.0,0.0,2,0,8,12,"66,7",0,4,0,0,0,2024-09-28
Asier Villalibre,Alavés,9,ESP,FW,26-364,22,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,1,"0,0",0,2,0,0,0,2024-09-28
Carlos Martín,Alavés,15,ESP,LW,22-159,45,0,0,0,0,0,0,0,0,18,1,0,0,0.0,0.0,0.1,1,0,6,13,"46,2",0,13,0,0,0,2024-09-28
Kiké,Alavés,17,ESP,FW,34-308,45,0,0,0,0,0,0,1,0,13,0,0,0,0.0,0.0,0.0,0,0,6,10,"60,0",1,10,0,2,2,2024-09-28
Carlos Vicente,Alavés,7,ESP,"RM,RW",25-158,90,0,0,0,0,2,0,1,0,31,2,0,0,0.1,0.1,0.0,2,0,8,16,"50,0",0,14,1,3,0,2024-09-28
Stoichkov,Alavés,19,ESP,"LM,AM",30-328,90,0,0,0,0,3,0,0,0,37,2,0,0,0.1,0.1,0.0,1,0,7,20,"35,0",1,19,0,2,0,2024-09-28
Carlos Benavídez,Alavés,23,URU,"DM,CM",26-182,54,0,0,0,0,0,0,1,0,19,0,1,0,0.0,0.0,0.0,0,0,9,17,"52,9",0,8,0,1,1,2024-09-28
Antonio Blanco,Alavés,8,ESP,CM,24-067,36,0,0,0,0,0,0,1,0,12,1,1,0,0.0,0.0,0.1,1,0,4,7,"57,1",0,5,0,0,0,2024-09-28
Joan Jordán,Alavés,24,ESP,"CM,DM",30-084,90,0,0,0,0,3,1,0,0,53,3,0,1,0.2,0.2,0.0,3,0,19,41,"46,3",3,24,0,1,1,2024-09-28
Moussa Diarra,Alavés,22,MLI,"LB,CB",23-323,90,0,0,0,0,0,0,0,0,38,5,2,0,0.0,0.0,0.0,0,0,24,30,"80,0",3,14,0,0,0,2024-09-28
Aleksandar Sedlar,Alavés,4,SRB,CB,32-290,54,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,14,17,"82,4",2,11,0,0,0,2024-09-28
Santiago Mouriño,Alavés,12,URU,CB,22-228,36,0,0,0,0,0,0,0,0,20,1,1,0,0.0,0.0,0.0,0,0,12,14,"85,7",1,8,1,0,0,2024-09-28
Abdel Abqar,Alavés,5,MAR,CB,25-202,54,0,0,0,0,0,0,1,0,21,1,2,0,0.0,0.0,0.0,0,0,4,15,"26,7",0,4,0,0,0,2024-09-28
Manu Sánchez,Alavés,3,ESP,LB,24-035,36,0,0,0,0,0,0,0,0,20,1,1,2,0.0,0.0,0.0,0,0,6,13,"46,2",0,6,0,2,0,2024-09-28
Nahuel Tenaglia,Alavés,14,ARG,RB,28-220,90,0,0,0,0,0,0,0,0,59,7,0,2,0.0,0.0,0.0,4,0,25,42,"59,5",5,16,0,0,0,2024-09-28
Antonio Sivera,Alavés,1,ESP,GK,28-048,90,0,0,0,0,0,0,1,0,41,0,0,0,0.0,0.0,0.0,1,0,20,35,"57,1",0,15,0,0,0,2024-09-28
Sergio Camello,Rayo Vallecano,14,ESP,FW,23-231,63,1,0,0,0,2,1,0,0,21,0,1,0,0.2,0.2,0.0,3,2,10,13,"76,9",3,12,4,3,2,2024-09-28
Randy Nteka,Rayo Vallecano,11,ANG,FW,26-297,27,0,0,0,0,2,0,0,0,10,0,0,0,0.2,0.2,0.0,1,0,4,7,"57,1",0,8,1,0,0,2024-09-28
Álvaro García,Rayo Vallecano,18,ESP,"LW,LM",31-337,73,0,0,0,0,0,0,0,0,44,2,1,0,0.0,0.0,0.2,4,0,23,40,"57,5",3,19,4,1,1,2024-09-28
Adri Embarba,Rayo Vallecano,21,ESP,LM,32-144,17,0,0,0,0,0,0,1,0,14,2,0,0,0.0,0.0,0.1,1,0,5,8,"62,5",1,8,1,3,0,2024-09-28
Jorge de Frutos,Rayo Vallecano,19,ESP,"RW,RM",27-221,79,0,0,0,0,4,2,0,0,40,2,1,1,0.2,0.2,0.0,5,0,16,18,"88,9",1,19,3,5,2,2024-09-28
Óscar Trejo,Rayo Vallecano,8,ARG,FW,36-155,11,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.1,1,0,11,14,"78,6",5,8,0,1,0,2024-09-28
James Rodríguez,Rayo Vallecano,10,COL,AM,33-078,63,0,0,0,0,1,1,1,0,50,2,1,2,0.0,0.0,0.2,4,0,32,37,"86,5",3,26,2,4,2,2024-09-28
Isaac Palazón Camacho,Rayo Vallecano,7,ESP,"FW,RM",29-276,27,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,8,14,"57,1",2,6,0,0,0,2024-09-28
Pathé Ciss,Rayo Vallecano,6,SEN,DM,30-196,62,0,0,0,0,1,0,0,0,50,2,2,4,0.2,0.2,0.0,2,0,30,36,"83,3",3,20,0,1,0,2024-09-28
Óscar Valentín,Rayo Vallecano,23,ESP,CM,30-039,28,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,1,0,15,17,"88,2",4,11,1,0,0,2024-09-28
Unai López,Rayo Vallecano,17,ESP,"DM,CM",28-334,90,0,0,0,0,2,1,0,0,65,0,2,0,0.0,0.0,0.0,2,0,49,57,"86,0",4,32,2,1,1,2024-09-28
Iván Balliu,Rayo Vallecano,20,ALB,LB,32-271,90,0,0,0,0,0,0,0,0,67,1,1,0,0.0,0.0,0.1,2,0,53,61,"86,9",7,23,1,1,1,2024-09-28
Abdul Mumin,Rayo Vallecano,16,GHA,CB,26-114,90,0,0,0,0,0,0,0,0,72,0,1,0,0.0,0.0,0.0,0,0,52,64,"81,3",0,44,0,0,0,2024-09-28
Florian Lejeune,Rayo Vallecano,24,FRA,CB,33-131,90,0,0,0,0,1,0,0,0,58,2,0,3,0.0,0.0,0.0,0,0,41,46,"89,1",2,29,0,0,0,2024-09-28
Andrei Ratiu,Rayo Vallecano,2,ROU,RB,26-100,90,0,0,0,0,2,1,0,0,62,2,0,0,0.1,0.1,0.1,4,0,46,53,"86,8",3,25,2,2,2,2024-09-28
Augusto Batalla,Rayo Vallecano,13,ARG,GK,28-151,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,26,36,"72,2",0,23,0,0,0,2024-09-28
Sébastien Haller,Leganés,18,CIV,FW,30-098,73,0,0,0,0,1,0,0,0,18,0,0,1,0.1,0.1,0.0,0,0,9,13,"69,2",1,8,0,1,0,2024-09-28
Miguel,Leganés,9,ESP,FW,25-025,17,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,0,1,"0,0",0,2,0,0,0,2024-09-28
Adrià Altimira,Leganés,2,ESP,LW,23-184,73,0,0,0,0,3,0,0,0,27,2,1,0,0.1,0.1,0.0,2,0,15,15,"100,0",2,20,1,2,1,2024-09-28
Óscar Rodríguez Arnaiz,Leganés,7,ESP,LW,26-092,17,0,0,0,0,1,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,6,7,"85,7",0,5,0,1,0,2024-09-28
Juan Cruz,Leganés,11,ESP,RW,24-156,84,1,0,0,0,2,2,0,0,39,1,1,0,0.2,0.2,0.0,2,0,21,32,"65,6",2,26,2,7,5,2024-09-28
Enric Franquesa,Leganés,15,ESP,RW,27-215,6,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,1,0,0,2,"0,0",0,1,0,0,0,2024-09-28
Roberto López,Leganés,21,ESP,AM,24-157,90,0,0,0,0,1,0,0,0,70,3,1,1,0.0,0.0,0.1,6,0,45,60,"75,0",6,35,0,1,0,2024-09-28
Renato Tapia,Leganés,5,PER,DM,29-062,90,0,0,0,0,0,0,1,0,76,4,1,3,0.0,0.0,0.0,1,0,45,63,"71,4",3,44,3,1,1,2024-09-28
Seydouba Cissé,Leganés,8,GUI,DM,23-231,63,0,0,0,0,1,0,0,0,49,2,1,0,0.0,0.0,0.0,3,0,40,45,"88,9",7,32,2,1,1,2024-09-28
Darko Brašanac,Leganés,14,SRB,DM,32-229,27,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,8,"75,0",0,5,0,0,0,2024-09-28
Javi Hernández,Leganés,20,ESP,LB,26-149,90,0,0,0,0,0,0,0,0,40,2,0,1,0.0,0.0,0.1,2,0,24,33,"72,7",1,20,4,3,2,2024-09-28
Matija Nastasić,Leganés,22,SRB,CB,31-184,90,0,0,0,0,0,0,0,0,36,2,0,4,0.0,0.0,0.0,0,0,23,24,"95,8",4,14,0,0,0,2024-09-28
Sergi,Leganés,6,ESP,CB,32-161,90,0,0,0,0,3,1,0,0,82,1,4,0,0.4,0.4,0.0,0,0,53,69,"76,8",5,48,3,0,0,2024-09-28
Valentin Rosier,Leganés,12,FRA,RB,28-040,90,0,1,0,0,1,0,0,0,65,2,2,0,0.0,0.0,0.2,3,2,38,46,"82,6",3,30,1,2,1,2024-09-28
Marko Dmitrović,Leganés,13,SRB,GK,32-248,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,1,0,18,32,"56,3",0,17,0,0,0,2024-09-28
Mikel Oyarzabal,Real Sociedad,10,ESP,FW,27-160,60,0,0,0,0,0,0,0,0,10,2,0,0,0.0,0.0,0.0,1,0,6,7,"85,7",1,5,0,0,0,2024-09-28
Orri Steinn Óskarsson,Real Sociedad,9,ISL,FW,20-030,30,2,0,0,0,3,3,0,0,11,0,0,3,1.8,1.8,0.0,1,0,3,4,"75,0",0,4,0,0,0,2024-09-28
Ander Barrenetxea,Real Sociedad,7,ESP,LM,22-276,59,0,0,0,0,1,0,0,0,41,0,0,2,0.1,0.1,0.0,1,1,20,30,"66,7",4,25,2,1,1,2024-09-28
Beñat Turrientes,Real Sociedad,22,ESP,LM,22-241,31,0,0,0,0,1,0,0,0,25,0,0,1,0.3,0.3,0.0,0,0,17,20,"85,0",2,17,3,1,0,2024-09-28
Sergio Gómez,Real Sociedad,17,ESP,CM,24-024,90,0,2,0,0,0,0,0,0,78,1,1,2,0.0,0.0,2.1,9,3,56,68,"82,4",3,41,4,2,1,2024-09-28
Luka Sučić,Real Sociedad,24,CRO,CM,22-020,74,0,0,0,0,0,0,0,0,32,1,1,1,0.0,0.0,0.1,1,0,25,29,"86,2",3,23,0,1,0,2024-09-28
Brais Méndez,Real Sociedad,23,ESP,CM,27-265,16,0,1,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.6,1,1,10,10,"100,0",0,8,1,0,0,2024-09-28
Takefusa Kubo,Real Sociedad,14,JPN,RM,23-116,84,1,0,0,0,3,1,0,0,42,0,1,0,0.8,0.8,0.1,1,0,27,33,"81,8",5,34,7,5,3,2024-09-28
Jon Magunacelaya,Real Sociedad,25,ESP,RM,24-077,6,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,1,1,7,12,"58,3",1,8,0,0,0,2024-09-28
Martín Zubimendi,Real Sociedad,4,ESP,DM,25-239,90,0,0,0,0,0,0,0,0,75,6,0,3,0.0,0.0,0.0,2,0,49,60,"81,7",7,38,0,2,2,2024-09-28
Javi López,Real Sociedad,12,ESP,LB,22-187,90,0,0,0,0,0,0,0,0,72,3,0,0,0.0,0.0,0.3,1,0,53,65,"81,5",3,41,3,1,0,2024-09-28
Nayef Aguerd,Real Sociedad,21,MAR,CB,28-182,90,0,0,0,0,2,1,0,0,86,2,2,1,0.5,0.5,0.0,0,0,68,77,"88,3",3,63,1,0,0,2024-09-28
Igor Zubeldia,Real Sociedad,5,ESP,CB,27-182,90,0,0,0,0,0,0,0,0,69,0,1,1,0.0,0.0,0.0,0,0,48,59,"81,4",1,50,0,0,0,2024-09-28
Jon Aramburu,Real Sociedad,27,VEN,RB,22-067,84,0,0,0,0,1,1,0,0,75,11,0,1,0.1,0.1,0.0,1,0,44,62,"71,0",4,37,1,0,0,2024-09-28
Aritz Elustondo,Real Sociedad,6,ESP,RB,30-184,6,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,6,6,"100,0",0,2,0,0,0,2024-09-28
Álex Remiro,Real Sociedad,1,ESP,GK,29-188,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,34,41,"82,9",0,30,0,0,0,2024-09-28
Hugo Duro,Valencia,9,ESP,FW,24-323,90,0,0,0,0,0,0,0,0,26,1,0,0,0.0,0.0,0.1,3,0,17,20,"85,0",2,12,0,1,0,2024-09-28
Javier Guerra,Valencia,8,ESP,FW,21-271,61,0,0,0,0,0,0,0,0,21,1,0,1,0.0,0.0,0.0,1,0,5,12,"41,7",0,14,1,2,0,2024-09-28
Dani Gómez,Valencia,17,ESP,FW,26-060,29,0,0,0,0,1,0,0,0,5,0,0,0,0.1,0.1,0.0,0,0,3,4,"75,0",0,2,0,0,0,2024-09-28
Luis Rioja,Valencia,22,ESP,"LM,RM",30-348,90,0,0,0,0,1,1,0,0,35,1,1,2,0.0,0.0,0.0,0,0,17,26,"65,4",2,11,0,2,1,2024-09-28
José Luis García Vayá,Valencia,18,ESP,CM,26-048,76,0,0,0,0,1,1,0,0,45,0,0,0,0.0,0.0,0.6,3,0,30,40,"75,0",6,10,0,1,1,2024-09-28
Enzo Barrenechea,Valencia,5,ARG,CM,23-129,14,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,4,7,"57,1",0,7,0,0,0,2024-09-28
Hugo Guillamón,Valencia,6,ESP,CM,24-241,76,0,0,0,0,1,0,0,0,47,2,2,0,0.0,0.0,0.0,2,0,33,40,"82,5",3,13,0,0,0,2024-09-28
Domingos André Ribeiro Almeida,Valencia,10,POR,CM,24-121,14,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,1,0,5,5,"100,0",1,4,0,0,0,2024-09-28
Diego López,Valencia,16,ESP,RM,22-138,61,0,0,0,0,0,0,0,0,21,0,0,1,0.0,0.0,0.0,0,0,8,14,"57,1",0,10,1,2,0,2024-09-28
Sergi Canós,Valencia,7,ESP,"LM,RM",27-239,29,0,0,0,0,2,1,0,0,17,2,0,1,0.0,0.0,0.0,2,0,6,11,"54,5",0,8,0,0,0,2024-09-28
Jesus Vazquez,Valencia,21,ESP,LB,21-270,36,0,0,0,0,0,0,0,0,20,2,1,1,0.0,0.0,0.0,0,0,10,14,"71,4",0,6,2,1,0,2024-09-28
Thierry Correia,Valencia,12,POR,LB,25-203,54,0,0,0,0,0,0,0,0,37,1,0,1,0.0,0.0,0.0,2,0,20,25,"80,0",2,12,1,2,0,2024-09-28
Cristhian Mosquera,Valencia,3,ESP,CB,20-093,90,0,0,0,0,1,1,0,0,48,0,1,0,0.0,0.0,0.0,0,0,32,40,"80,0",3,21,0,0,0,2024-09-28
César Tárrega,Valencia,15,ESP,CB,22-215,90,0,0,0,0,1,0,0,0,50,1,0,1,0.6,0.6,0.0,0,0,31,42,"73,8",2,24,2,0,0,2024-09-28
Dimitri Foulquier,Valencia,20,FRA,RB,31-189,90,0,0,0,0,1,0,0,0,53,3,0,2,0.0,0.0,0.0,2,0,33,45,"73,3",3,17,1,1,0,2024-09-28
Giorgi Mamardashvili,Valencia,25,GEO,GK,23-365,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,20,30,"66,7",0,13,0,0,0,2024-09-28
Ante Budimir,Osasuna,17,CRO,FW,33-068,76,2,0,1,1,2,1,0,0,22,0,0,2,1.0,0.2,0.0,1,1,9,11,"81,8",0,13,1,1,0,2024-09-28
Raúl,Osasuna,9,ESP,FW,23-330,14,0,0,0,0,1,1,0,0,3,0,0,0,0.1,0.1,0.0,0,0,1,1,"100,0",0,1,0,0,0,2024-09-28
Bryan Zaragoza,Osasuna,19,ESP,LW,23-156,76,1,1,0,0,1,1,1,0,29,3,0,0,1.0,1.0,0.1,4,3,13,19,"68,4",2,13,3,3,1,2024-09-28
Abel,Osasuna,23,ESP,RW,24-038,14,1,0,0,0,1,1,0,0,10,1,0,2,0.1,0.1,0.0,1,1,3,6,"50,0",0,2,0,0,0,2024-09-28
Rubén García,Osasuna,14,ESP,RW,31-076,58,0,0,0,0,1,0,0,0,25,2,1,0,0.0,0.0,0.0,0,0,14,22,"63,6",2,13,0,0,0,2024-09-28
Rubén Peña,Osasuna,15,ESP,"LW,RW",33-072,32,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.1,1,0,5,12,"41,7",3,9,3,3,1,2024-09-28
Aimar Oroz,Osasuna,10,ESP,LM,22-306,90,0,0,0,0,0,0,0,0,37,1,0,0,0.0,0.0,0.1,1,1,25,33,"75,8",4,25,0,2,1,2024-09-28
Lucas Torró,Osasuna,6,ESP,CM,30-071,90,0,0,0,0,0,0,0,0,51,6,1,1,0.0,0.0,0.0,1,0,24,39,"61,5",4,17,0,0,0,2024-09-28
Pablo Ibáñez,Osasuna,8,ESP,RM,26-008,90,0,1,0,0,2,0,1,0,36,1,6,3,0.1,0.1,1.0,1,1,13,22,"59,1",2,12,0,0,0,2024-09-28
Juan Cruz Armada,Osasuna,3,ESP,LB,32-062,83,0,0,0,0,1,0,0,0,35,1,0,0,0.0,0.0,0.0,3,0,15,24,"62,5",3,11,2,1,0,2024-09-28
Jorge Herrando,Osasuna,5,ESP,LB,23-213,7,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,1,0,0,0,2024-09-28
Enzo Boyomo,Osasuna,22,CMR,CB,22-357,90,0,0,0,0,0,0,0,0,19,2,0,1,0.0,0.0,0.0,0,0,9,13,"69,2",2,7,0,0,0,2024-09-28
Catena,Osasuna,24,ESP,CB,29-336,90,0,0,0,0,0,0,0,0,26,0,1,1,0.0,0.0,0.0,1,0,7,14,"50,0",1,5,0,0,0,2024-09-28
Jesús Areso,Osasuna,12,ESP,RB,25-088,83,0,0,0,0,1,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,13,27,"48,1",0,17,6,2,2,2024-09-28
Nacho Vidal,Osasuna,2,ESP,RB,29-248,7,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,0,0,0,0,2024-09-28
Sergio Herrera,Osasuna,1,ESP,GK,31-115,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,8,23,"34,8",0,11,0,0,0,2024-09-28
Robert Lewandowski,Barcelona,9,POL,FW,36-038,69,0,0,0,0,2,1,0,0,21,1,0,0,0.4,0.4,0.0,0,0,9,12,"75,0",1,11,1,1,1,2024-09-28
Marc Casado,Barcelona,17,ESP,RM,21-014,21,0,0,0,0,1,0,0,0,27,0,0,0,0.0,0.0,0.0,1,1,22,24,"91,7",4,17,0,0,0,2024-09-28
Pau Victor Delgado,Barcelona,18,ESP,LW,22-307,58,1,0,0,0,1,1,0,0,38,0,1,1,0.0,0.0,0.0,0,0,25,31,"80,6",1,19,0,4,3,2024-09-28
Lamine Yamal,Barcelona,19,ESP,"RW,LW",17-077,32,1,0,0,0,3,1,0,0,32,1,1,0,0.1,0.1,0.2,2,0,16,21,"76,2",2,25,1,5,1,2024-09-28
Ferrán Torres,Barcelona,7,ESP,"RW,FW",24-212,90,0,1,0,0,2,1,0,0,45,2,0,1,0.2,0.2,0.0,2,1,26,32,"81,3",3,21,1,2,1,2024-09-28
Pedri,Barcelona,8,ESP,LM,21-308,90,0,0,0,0,0,0,1,0,93,2,1,2,0.0,0.0,0.0,0,0,64,76,"84,2",1,55,2,3,2,2024-09-28
Eric García,Barcelona,24,ESP,CM,23-263,90,0,0,0,0,1,1,0,0,89,1,2,3,0.0,0.0,0.0,0,0,70,77,"90,9",12,42,4,1,0,2024-09-28
Pablo Torre,Barcelona,14,ESP,RM,21-178,58,0,0,0,0,0,0,0,0,47,1,0,0,0.0,0.0,0.0,3,0,33,41,"80,5",4,24,1,0,0,2024-09-28
Raphinha,Barcelona,11,BRA,"LW,RM",27-289,32,0,0,0,0,1,0,0,0,33,1,0,0,0.0,0.0,0.2,5,0,19,28,"67,9",3,19,3,2,1,2024-09-28
Gerard Martín,Barcelona,35,ESP,LB,22-271,69,0,1,0,0,0,0,0,0,54,0,1,0,0.0,0.0,0.0,1,0,38,49,"77,6",1,17,1,0,0,2024-09-28
